"conflict_id","dyad_id","location_inc","side_a","side_a_id","side_a_2nd","side_b","side_b_id","side_b_2nd","incompatibility","territory_name","year","bd_best","bd_low","bd_high","type_of_conflict","battle_location","gwno_a","gwno_a_2nd","gwno_b","gwno_b_2nd","gwno_loc","gwno_battle","region","version","u_ucdp_conflict_year_conflict_id","u_ucdp_conflict_year_year"
379,"810","Djibouti","Government of Djibouti","96","","FRUD","530","",2,"",1992,129,44,757,3,"Djibouti","522","","","","522","522","4","23,1",379,1992
379,"810","Djibouti","Government of Djibouti","96","","FRUD","530","",2,"",1993,33,33,107,3,"Djibouti","522","","","","522","522","4","23,1",379,1993
379,"810","Djibouti","Government of Djibouti","96","","FRUD","530","",2,"",1994,39,39,46,3,"Djibouti","522","","","","522","522","4","23,1",379,1994
379,"811","Djibouti","Government of Djibouti","96","","FRUD-C","531","",2,"",1999,25,25,57,3,"Djibouti","522","","","","522","522","4","23,1",379,1999
380,"813","Georgia","Government of Georgia","63","","Zviadists","333","",2,"",1992,71,71,76,3,"Georgia","372","","","","372","372","1","23,1",380,1992
380,"813","Georgia","Government of Georgia","63","","Zviadists","333","",2,"",1993,152,152,152,3,"Georgia","372","","","","372","372","1","23,1",380,1993
380,"812","Georgia","Government of Georgia","63","","National Guard and Mkhedrioni","332","",2,"",1991,52,52,170,3,"Georgia","372","","","","372","372","1","23,1",380,1991
381,"816, 817","Haiti","Government of Haiti","6","","OP Lavalas, FLRN","765, 766","",2,"",2004,207,130,516,3,"Haiti","41","","","","41","41","5","23,1",381,2004
381,"814","Haiti","Government of Haiti","6","","Military faction (forces of Himmler Rebu and Guy Francois)","763","",2,"",1989,48,21,57,3,"Haiti","41","","","","41","41","5","23,1",381,1989
381,"815","Haiti","Government of Haiti","6","","Military faction (forces of Raol Cédras)","764","",2,"",1991,160,55,359,3,"Haiti","41","","","","41","41","5","23,1",381,1991
382,"818","Sierra Leone","Government of Sierra Leone","80","Government of Nigeria, Government of Guinea","RUF","532","",2,"",1991,552,551,1263,4,"Sierra Leone","451","475, 438","","","451","451","4","23,1",382,1991
382,"818","Sierra Leone","Government of Sierra Leone","80","Government of Nigeria, Government of Guinea","RUF","532","",2,"",1992,218,218,342,4,"Sierra Leone","451","475, 438","","","451","451","4","23,1",382,1992
382,"818","Sierra Leone","Government of Sierra Leone","80","Government of Nigeria, Government of Guinea","RUF","532","",2,"",1993,415,415,1088,4,"Liberia, Sierra Leone","451","475, 438","","","451","450, 451","4","23,1",382,1993
382,"818","Sierra Leone","Government of Sierra Leone","80","Government of Nigeria, Government of Guinea","RUF","532","",2,"",1994,628,628,779,4,"Sierra Leone","451","475, 438","","","451","451","4","23,1",382,1994
382,"818","Sierra Leone","Government of Sierra Leone","80","Government of Nigeria, Government of Guinea","RUF","532","",2,"",1995,1472,1472,2052,4,"Sierra Leone","451","475, 438","","","451","451","4","23,1",382,1995
382,"818","Sierra Leone","Government of Sierra Leone","80","Government of Nigeria, Government of Guinea","RUF","532","",2,"",1996,570,570,735,4,"Sierra Leone","451","475, 438","","","451","451","4","23,1",382,1996
382,"818, 819, 820","Sierra Leone","Government of Sierra Leone","80","Government of Nigeria, Government of Guinea","Kamajors, RUF, AFRC","533, 532, 534","Government of Nigeria, Government of Guinea",2,"",1997,748,747,1552,4,"Sierra Leone","451","475, 438","","475, 438","451","451","4","23,1",382,1997
382,"818, 819, 820","Sierra Leone","Government of Sierra Leone","80","Government of Nigeria, Government of Guinea","Kamajors, RUF, AFRC","533, 532, 534","Government of Nigeria, Government of Guinea",2,"",1998,3287,3285,4197,4,"Sierra Leone","451","475, 438","","475, 438","451","451","4","23,1",382,1998
382,"818, 819","Sierra Leone","Government of Sierra Leone","80","Government of Mali, Government of Nigeria, Government of Guinea, Government of Ghana","RUF, AFRC","533, 532","",2,"",1999,3153,3153,5650,4,"Sierra Leone","451","432, 452, 475, 438","","","451","451","4","23,1",382,1999
382,"818, 821","Sierra Leone","Government of Sierra Leone","80","Government of United Kingdom","RUF, WSB","532, 535","",2,"",2000,382,382,642,4,"Sierra Leone","451","200","","","451","451","4","23,1",382,2000
382,"818","Sierra Leone","Government of Sierra Leone","80","","RUF","532","",2,"",2001,48,48,92,3,"Sierra Leone","451","","","","451","451","4","23,1",382,2001
383,"10516, 15065","Turkey","Government of Turkey","115","","Yurtta Sulh Konseyi, TAK","2034, 6689","",2,"",2016,434,434,514,3,"Turkey","640","","","","640","640","2","23,1",383,2016
383,"822","Turkey","Government of Turkey","115","","DHKP-C","334","",2,"",1991,39,39,39,3,"Turkey","640","","","","640","640","2","23,1",383,1991
383,"822","Turkey","Government of Turkey","115","","DHKP-C","334","",2,"",1992,71,71,71,3,"Turkey","640","","","","640","640","2","23,1",383,1992
383,"822","Turkey","Government of Turkey","115","","DHKP-C","334","",2,"",1993,32,32,32,3,"Turkey","640","","","","640","640","2","23,1",383,1993
383,"16900","Turkey","Government of Turkey","115","","TKP-ML","8179","",2,"",2000,30,30,30,3,"Turkey","640","","","","640","640","2","23,1",383,2000
383,"823","Turkey","Government of Turkey","115","","MKP","335","",2,"",2005,30,30,30,3,"Turkey","640","","","","640","640","2","23,1",383,2005
384,"824","Serbia (Yugoslavia)","Government of Serbia (Yugoslavia)","49","","Republic of Slovenia","336","",1,"Slovenia",1991,64,64,64,3,"Serbia (Yugoslavia)","345","","","","345","345","1","23,1",384,1991
385,"826","Serbia (Yugoslavia)","Government of Serbia (Yugoslavia)","49","","Republic of Croatia","337","",1,"Croatia",1992,153,153,163,3,"Serbia (Yugoslavia)","345","","","","345","345","1","23,1",385,1992
385,"825, 826","Serbia (Yugoslavia)","Government of Serbia (Yugoslavia)","49","","Croatian irregulars, Republic of Croatia","337, 370","",1,"Croatia",1991,2958,2885,4401,3,"Serbia (Yugoslavia)","345","","","","345","345","1","23,1",385,1991
386,"827","Algeria","Government of Algeria","109","","Takfir wa'l Hijra","536","",2,"",1991,34,34,34,3,"Algeria","615","","","","615","615","4","23,1",386,1991
386,"828","Algeria","Government of Algeria","109","","AIS","537","",2,"",1992,257,257,336,3,"Algeria","615","","","","615","615","4","23,1",386,1992
386,"829, 828","Algeria","Government of Algeria","109","","AIS, GIA","538, 537","",2,"",1993,800,800,860,3,"Algeria","615","","","","615","615","4","23,1",386,1993
386,"829, 828","Algeria","Government of Algeria","109","","AIS, GIA","538, 537","",2,"",1994,1916,1916,2079,3,"Algeria","615","","","","615","615","4","23,1",386,1994
386,"829, 828","Algeria","Government of Algeria","109","","AIS, GIA","538, 537","",2,"",1995,3008,2984,6091,3,"Algeria","615","","","","615","615","4","23,1",386,1995
386,"829, 828","Algeria","Government of Algeria","109","","AIS, GIA","538, 537","",2,"",1996,1084,1078,1507,3,"Algeria","615","","","","615","615","4","23,1",386,1996
386,"829, 828","Algeria","Government of Algeria","109","","AIS, GIA","538, 537","",2,"",1997,1403,1403,2061,3,"Algeria","615","","","","615","615","4","23,1",386,1997
386,"829","Algeria","Government of Algeria","109","","GIA","538","",2,"",1998,3029,3029,3665,3,"Algeria","615","","","","615","615","4","23,1",386,1998
386,"829, 830","Algeria","Government of Algeria","109","","AQIM, GIA","538, 539","",2,"",1999,1031,1031,1059,3,"Algeria","615","","","","615","615","4","23,1",386,1999
386,"829, 830","Algeria","Government of Algeria","109","","AQIM, GIA","538, 539","",2,"",2000,947,947,1026,3,"Algeria","615","","","","615","615","4","23,1",386,2000
386,"829, 830","Algeria","Government of Algeria","109","","AQIM, GIA","538, 539","",2,"",2001,642,642,866,3,"Algeria","615","","","","615","615","4","23,1",386,2001
386,"829, 830","Algeria","Government of Algeria","109","","AQIM, GIA","538, 539","",2,"",2002,539,539,540,3,"Algeria","615","","","","615","615","4","23,1",386,2002
386,"829, 830","Algeria","Government of Algeria","109","","AQIM, GIA","538, 539","",2,"",2003,670,670,686,3,"Algeria","615","","","","615","615","4","23,1",386,2003
386,"830","Algeria","Government of Algeria","109","Government of Mali, Government of Niger, Government of Chad","AQIM","539","",2,"",2004,451,451,467,4,"Niger, Algeria, Chad","615","432, 436, 483","","","615","436, 615, 483","4","23,1",386,2004
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2005,229,228,262,3,"Mali, Algeria","615","","","","615","432, 615","4","23,1",386,2005
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2006,255,255,286,3,"Algeria","615","","","","615","615","4","23,1",386,2006
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2007,472,471,518,3,"Algeria","615","","","","615","615","4","23,1",386,2007
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2008,339,339,410,3,"Algeria","615","","","","615","615","4","23,1",386,2008
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2009,505,493,674,3,"Algeria","615","","","","615","615","4","23,1",386,2009
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2010,236,236,276,3,"Algeria","615","","","","615","615","4","23,1",386,2010
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2011,267,259,273,3,"Algeria","615","","","","615","615","4","23,1",386,2011
386,"830, 11984","Algeria","Government of Algeria","109","","AQIM, MUJAO","1161, 539","",2,"",2012,256,250,310,3,"Algeria","615","","","","615","615","4","23,1",386,2012
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2013,147,147,165,3,"Algeria","615","","","","615","615","4","23,1",386,2013
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2014,107,83,147,3,"Algeria","615","","","","615","615","4","23,1",386,2014
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2015,84,81,91,3,"Algeria","615","","","","615","615","4","23,1",386,2015
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2016,86,82,91,3,"Algeria","615","","","","615","615","4","23,1",386,2016
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2017,60,60,73,3,"Algeria","615","","","","615","615","4","23,1",386,2017
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2018,33,33,37,3,"Algeria","615","","","","615","615","4","23,1",386,2018
386,"830","Algeria","Government of Algeria","109","","AQIM","539","",2,"",2020,26,26,26,3,"Algeria","615","","","","615","615","4","23,1",386,2020
387,"15993","Angola","Government of Angola","99","","FLEC-FAC-TN","7412","",1,"Cabinda",2016,25,9,185,3,"Angola","540","","","","540","540","4","23,1",387,2016
387,"15993","Angola","Government of Angola","99","","FLEC-FAC-TN","7412","",1,"Cabinda",2017,25,16,111,3,"Angola","540","","","","540","540","4","23,1",387,2017
387,"15993","Angola","Government of Angola","99","","FLEC-FAC-TN","7412","",1,"Cabinda",2019,25,10,50,3,"DR Congo (Zaire), Angola, Congo","540","","","","540","540, 490, 484","4","23,1",387,2019
387,"15993","Angola","Government of Angola","99","","FLEC-FAC-TN","7412","",1,"Cabinda",2020,25,11,136,3,"DR Congo (Zaire), Angola, Congo","540","","","","540","540, 490, 484","4","23,1",387,2020
387,"15993","Angola","Government of Angola","99","","FLEC-FAC-TN","7412","",1,"Cabinda",2022,25,6,149,3,"DR Congo (Zaire), Angola, Congo","540","","","","540","540, 490, 484","4","23,1",387,2022
387,"831","Angola","Government of Angola","99","","FLEC-R","540","",1,"Cabinda",1991,25,6,41,3,"Angola","540","","","","540","540","4","23,1",387,1991
387,"832","Angola","Government of Angola","99","","FLEC-FAC","541","",1,"Cabinda",1992,25,2,128,3,"Angola","540","","","","540","540","4","23,1",387,1992
387,"831, 832","Angola","Government of Angola","99","","FLEC-FAC, FLEC-R","540, 541","",1,"Cabinda",1994,50,4,154,3,"Angola","540","","","","540","540","4","23,1",387,1994
387,"832","Angola","Government of Angola","99","","FLEC-FAC","541","",1,"Cabinda",1995,25,3,87,3,"Angola","540","","","","540","540","4","23,1",387,1995
387,"832","Angola","Government of Angola","99","","FLEC-FAC","541","",1,"Cabinda",1996,29,6,256,3,"Angola","540","","","","540","540","4","23,1",387,1996
387,"831, 832","Angola","Government of Angola","99","","FLEC-FAC, FLEC-R","540, 541","",1,"Cabinda",1997,51,6,70,3,"Angola","540","","","","540","540","4","23,1",387,1997
387,"832","Angola","Government of Angola","99","","FLEC-FAC","541","",1,"Cabinda",1998,25,13,313,3,"Angola","540","","","","540","540","4","23,1",387,1998
387,"831, 832","Angola","Government of Angola","99","","FLEC-FAC, FLEC-R","540, 541","",1,"Cabinda",2002,56,32,435,3,"Angola","540","","","","540","540","4","23,1",387,2002
387,"832","Angola","Government of Angola","99","","FLEC-FAC","541","",1,"Cabinda",2003,25,22,146,3,"Angola","540","","","","540","540","4","23,1",387,2003
387,"832","Angola","Government of Angola","99","","FLEC-FAC","541","",1,"Cabinda",2004,25,8,54,3,"Angola","540","","","","540","540","4","23,1",387,2004
387,"832","Angola","Government of Angola","99","","FLEC-FAC","541","",1,"Cabinda",2007,25,0,110,3,"Angola","540","","","","540","540","4","23,1",387,2007
387,"832","Angola","Government of Angola","99","","FLEC-FAC","541","",1,"Cabinda",2009,25,1,66,3,"Angola","540","","","","540","540","4","23,1",387,2009
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",2016,141,141,263,4,"Armenia, Azerbaijan","373","","","371","373","371, 373","1","23,1",388,2016
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",2017,36,36,37,4,"Azerbaijan","373","","","371","373","373","1","23,1",388,2017
388,"833","Azerbaijan","Government of Azerbaijan","64","Government of Turkey","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",2020,7646,7548,9077,4,"Armenia, Azerbaijan","373","640","","371","373","371, 373","1","23,1",388,2020
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",2021,40,40,43,4,"Armenia, Azerbaijan","373","","","371","373","371, 373","1","23,1",388,2021
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",2022,308,308,310,4,"Armenia, Azerbaijan","373","","","371","373","371, 373","1","23,1",388,2022
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",1991,35,35,35,4,"Azerbaijan","373","","","371","373","373","1","23,1",388,1991
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",1992,2167,2099,3635,4,"Armenia, Azerbaijan","373","","","371","373","371, 373","1","23,1",388,1992
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",1993,1171,968,1801,4,"Armenia, Azerbaijan","373","","","371","373","371, 373","1","23,1",388,1993
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","",1,"Artsakh (Nagorno-Karabakh)",1994,1507,1257,3937,3,"Armenia, Azerbaijan","373","","","","373","371, 373","1","23,1",388,1994
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",1997,29,29,36,4,"Azerbaijan","373","","","371","373","373","1","23,1",388,1997
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",1998,34,34,38,4,"Azerbaijan","373","","","371","373","373","1","23,1",388,1998
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",2005,25,25,26,4,"Armenia, Azerbaijan","373","","","371","373","371, 373","1","23,1",388,2005
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",2008,30,30,43,4,"Azerbaijan","373","","","371","373","373","1","23,1",388,2008
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",2012,25,25,27,4,"Armenia, Azerbaijan","373","","","371","373","371, 373","1","23,1",388,2012
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",2014,46,45,54,4,"Azerbaijan","373","","","371","373","373","1","23,1",388,2014
388,"833","Azerbaijan","Government of Azerbaijan","64","","Republic of Artsakh","338","Government of Armenia",1,"Artsakh (Nagorno-Karabakh)",2015,72,65,121,4,"Armenia, Azerbaijan","373","","","371","373","371, 373","1","23,1",388,2015
389,"835, 834","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","50","","Serbian irregulars, Serbian Republic of Bosnia-Herzegovina","371, 339","Government of Serbia (Yugoslavia)",1,"Serb",1992,16802,13900,19027,4,"Bosnia-Herzegovina, Serbia (Yugoslavia), Croatia","346","","","345","346","345, 344, 346","1","23,1",389,1992
389,"835, 834","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","50","","Serbian irregulars, Serbian Republic of Bosnia-Herzegovina","371, 339","Government of Serbia (Yugoslavia)",1,"Serb",1993,4980,4491,6329,4,"Bosnia-Herzegovina","346","","","345","346","346","1","23,1",389,1993
389,"835, 834","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","50","","Serbian irregulars, Serbian Republic of Bosnia-Herzegovina","371, 339","",1,"Serb",1994,4873,4410,5609,3,"Bosnia-Herzegovina","346","","","","346","346","1","23,1",389,1994
389,"835, 834","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","50","","Serbian irregulars, Serbian Republic of Bosnia-Herzegovina","371, 339","",1,"Serb",1995,8061,7722,9761,3,"Bosnia-Herzegovina","346","","","","346","346","1","23,1",389,1995
390,"837, 836","Croatia","Government of Croatia","48","","Serbian irregulars, Serbian Republic of Krajina","371, 340","Government of Serbia (Yugoslavia)",1,"Serb",1992,4034,4011,4078,4,"Bosnia-Herzegovina, Serbia (Yugoslavia), Croatia","344","","","345","344","345, 344, 346","1","23,1",390,1992
390,"837","Croatia","Government of Croatia","48","","Serbian Republic of Krajina","340","Government of Serbia (Yugoslavia)",1,"Serb",1993,418,418,486,4,"Bosnia-Herzegovina, Croatia","344","","","345","344","344, 346","1","23,1",390,1993
390,"837","Croatia","Government of Croatia","48","","Serbian Republic of Krajina","340","",1,"Serb",1994,86,86,86,3,"Bosnia-Herzegovina","344","","","","344","346","1","23,1",390,1994
390,"837","Croatia","Government of Croatia","48","","Serbian Republic of Krajina","340","",1,"Serb",1995,1132,672,2823,3,"Bosnia-Herzegovina, Croatia","344","","","","344","344, 346","1","23,1",390,1995
391,"15262, 14973","Egypt","Government of Egypt","117","","Harakit Sawa'id Misr, Jama'at Ansar al-Islam","6616, 6844","",2,"",2017,103,103,160,3,"Egypt","651","","","","651","651","2","23,1",391,2017
391,"14973","Egypt","Government of Egypt","117","","Harakit Sawa'id Misr","6616","",2,"",2018,28,28,28,3,"Egypt","651","","","","651","651","2","23,1",391,2018
391,"14973","Egypt","Government of Egypt","117","","Harakit Sawa'id Misr","6616","",2,"",2019,48,42,54,3,"Egypt","651","","","","651","651","2","23,1",391,2019
391,"838","Egypt","Government of Egypt","117","","al-Gama'a al-Islamiyya","341","",2,"",1993,103,103,119,3,"Egypt","651","","","","651","651","2","23,1",391,1993
391,"838","Egypt","Government of Egypt","117","","al-Gama'a al-Islamiyya","341","",2,"",1994,145,145,157,3,"Egypt","651","","","","651","651","2","23,1",391,1994
391,"838","Egypt","Government of Egypt","117","","al-Gama'a al-Islamiyya","341","",2,"",1995,191,191,199,3,"Ethiopia, Egypt","651","","","","651","651, 530","2","23,1",391,1995
391,"838","Egypt","Government of Egypt","117","","al-Gama'a al-Islamiyya","341","",2,"",1996,85,85,99,3,"Egypt","651","","","","651","651","2","23,1",391,1996
391,"838","Egypt","Government of Egypt","117","","al-Gama'a al-Islamiyya","341","",2,"",1997,66,66,69,3,"Egypt","651","","","","651","651","2","23,1",391,1997
391,"838","Egypt","Government of Egypt","117","","al-Gama'a al-Islamiyya","341","",2,"",1998,27,27,29,3,"Egypt","651","","","","651","651","2","23,1",391,1998
391,"12487","Egypt","Government of Egypt","117","","Ansar Bayt al-Maqdis","4319","",2,"",2014,184,184,184,3,"Egypt","651","","","","651","651","2","23,1",391,2014
392,"839","Georgia","Government of Georgia","63","","Republic of Abkhazia","342","",1,"Abkhazia",1992,566,566,1195,3,"Georgia","372","","","","372","372","1","23,1",392,1992
392,"839","Georgia","Government of Georgia","63","","Republic of Abkhazia","342","",1,"Abkhazia",1993,1611,1611,2563,3,"Georgia","372","","","","372","372","1","23,1",392,1993
393,"840","Georgia","Government of Georgia","63","","Republic of South Ossetia","343","",1,"South Ossetia",1992,134,134,137,3,"Georgia","372","","","","372","372","1","23,1",393,1992
393,"840","Georgia","Government of Georgia","63","","Republic of South Ossetia","343","",1,"South Ossetia",2004,27,27,73,3,"Georgia","372","","","","372","372","1","23,1",393,2004
393,"840","Georgia","Government of Georgia","63","","Republic of South Ossetia","343","Government of Russia (Soviet Union)",1,"South Ossetia",2008,621,621,859,4,"Georgia","372","","","365","372","372","1","23,1",393,2008
394,"841","Moldova","Government of Moldova","55","","PMR","344","",1,"Dniestr",1992,585,316,632,3,"Moldova","359","","","","359","359","1","23,1",394,1992
395,"842, 12298","Tajikistan","Government of Tajikistan","131","Government of Uzbekistan","PFT, UTO","345, 1186","Government of Uzbekistan",2,"",1992,3355,3352,5118,4,"Tajikistan","702","704","","704","702","702","3","23,1",395,1992
395,"842","Tajikistan","Government of Tajikistan","131","Government of Uzbekistan, Government of Russia (Soviet Union)","UTO","345","",2,"",1993,1395,1395,1596,4,"Tajikistan, Afghanistan","702","704, 365","","","702","702, 700","3","23,1",395,1993
395,"842","Tajikistan","Government of Tajikistan","131","Government of Uzbekistan, Government of Russia (Soviet Union)","UTO","345","",2,"",1994,356,356,645,4,"Tajikistan","702","704, 365","","","702","702","3","23,1",395,1994
395,"842","Tajikistan","Government of Tajikistan","131","Government of Russia (Soviet Union)","UTO","345","",2,"",1995,368,362,649,4,"Tajikistan, Afghanistan","702","365","","","702","702, 700","3","23,1",395,1995
395,"842","Tajikistan","Government of Tajikistan","131","Government of Russia (Soviet Union)","UTO","345","",2,"",1996,2790,2790,2869,4,"Tajikistan","702","365","","","702","702","3","23,1",395,1996
395,"843","Tajikistan","Government of Tajikistan","131","","Forces of Khudoberdiyev","346","",2,"",1997,87,87,87,3,"Tajikistan","702","","","","702","702","3","23,1",395,1997
395,"843, 842","Tajikistan","Government of Tajikistan","131","","Forces of Khudoberdiyev, UTO","345, 346","",2,"",1998,600,600,617,3,"Tajikistan","702","","","","702","702","3","23,1",395,1998
395,"12300","Tajikistan","Government of Tajikistan","131","","Forces of Mullo Abdullo","1216","",2,"",2000,46,46,46,3,"Tajikistan","702","","","","702","702","3","23,1",395,2000
395,"908, 12300","Tajikistan","Government of Tajikistan","131","","IMU, Forces of Mullo Abdullo","359, 1216","",2,"",2010,98,93,244,3,"Tajikistan","702","","","","702","702","3","23,1",395,2010
395,"908","Tajikistan","Government of Tajikistan","131","","IMU","359","",2,"",2011,28,21,30,3,"Tajikistan","702","","","","702","702","3","23,1",395,2011
396,"844","Azerbaijan","Government of Azerbaijan","64","","Military faction (forces of Suret Husseinov)","347","",2,"",1993,60,60,88,3,"Azerbaijan","373","","","","373","373","1","23,1",396,1993
396,"845","Azerbaijan","Government of Azerbaijan","64","","OPON Forces","348","",2,"",1995,44,44,72,3,"Azerbaijan","373","","","","373","373","1","23,1",396,1995
397,"846","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","50","","Autonomous Province of Western Bosnia","349","",1,"Bihaca Krajina",1993,231,202,317,3,"Bosnia-Herzegovina","346","","","","346","346","1","23,1",397,1993
397,"846","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","50","","Autonomous Province of Western Bosnia","349","",1,"Bihaca Krajina",1994,1385,1372,1659,3,"Bosnia-Herzegovina","346","","","","346","346","1","23,1",397,1994
397,"846","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","50","","Autonomous Province of Western Bosnia","349","",1,"Bihaca Krajina",1995,488,487,753,3,"Bosnia-Herzegovina, Croatia","346","","","","346","344, 346","1","23,1",397,1995
398,"848","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","50","","Croatian Republic of Bosnia-Herzegovina","350","",1,"Croat",1992,80,80,80,3,"Bosnia-Herzegovina","346","","","","346","346","1","23,1",398,1992
398,"847, 848","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","50","","Croatian Republic of Bosnia-Herzegovina, Croatian irregulars","350, 370","Government of Croatia",1,"Croat",1993,7949,7672,8765,4,"Bosnia-Herzegovina","346","","","344","346","346","1","23,1",398,1993
398,"847, 848","Bosnia-Herzegovina","Government of Bosnia-Herzegovina","50","","Croatian Republic of Bosnia-Herzegovina, Croatian irregulars","350, 370","",1,"Croat",1994,678,567,685,3,"Bosnia-Herzegovina","346","","","","346","346","1","23,1",398,1994
399,"849","Russia (Soviet Union)","Government of Russia (Soviet Union)","57","","Parliamentary Forces","351","",2,"",1993,145,145,147,3,"Russia (Soviet Union)","365","","","","365","365","1","23,1",399,1993
400,"850","Mexico","Government of Mexico","10","","EZLN","767","",2,"",1994,145,145,445,3,"Mexico","70","","","","70","70","5","23,1",400,1994
400,"851","Mexico","Government of Mexico","10","","EPR","768","",2,"",1996,37,37,70,3,"Mexico","70","","","","70","70","5","23,1",400,1996
401,"852","Russia (Soviet Union)","Government of Russia (Soviet Union)","57","","Chechen Republic of Ichkeria","352","",1,"Chechnya",1994,229,229,338,3,"Russia (Soviet Union)","365","","","","365","365","1","23,1",401,1994
401,"852","Russia (Soviet Union)","Government of Russia (Soviet Union)","57","","Chechen Republic of Ichkeria","352","",1,"Chechnya",1995,1754,1754,3896,3,"Russia (Soviet Union)","365","","","","365","365","1","23,1",401,1995
401,"852","Russia (Soviet Union)","Government of Russia (Soviet Union)","57","","Chechen Republic of Ichkeria","352","",1,"Chechnya",1996,2721,2704,4027,3,"Russia (Soviet Union)","365","","","","365","365","1","23,1",401,1996
401,"852","Russia (Soviet Union)","Government of Russia (Soviet Union)","57","","Chechen Republic of Ichkeria","352","",1,"Chechnya",1999,5769,5719,12068,3,"Russia (Soviet Union)","365","","","","365","365","1","23,1",401,1999
401,"852","Russia (Soviet Union)","Government of Russia (Soviet Union)","57","","Chechen Republic of Ichkeria","352","",1,"Chechnya",2000,2907,2907,5329,3,"Russia (Soviet Union)","365","","","","365","365","1","23,1",401,2000
401,"852","Russia (Soviet Union)","Government of Russia (Soviet Union)","57","","Chechen Republic of Ichkeria","352","",1,"Chechnya",2001,791,790,1032,3,"Russia (Soviet Union)","365","","","","365","365","1","23,1",401,2001
401,"852","Russia (Soviet Union)","Government of Russia (Soviet Union)","57","","Chechen Republic of Ichkeria","352","",1,"Chechnya",2002,1289,1131,3196,3,"Georgia, Russia (Soviet Union)","365","","","","365","372, 365","1","23,1",401,2002
401,"852","Russia (Soviet Union)","Government of Russia (Soviet Union)","57","","Chechen Republic of Ichkeria","352","",1,"Chechnya",2003,480,476,626,3,"Russia (Soviet Union)","365","","","","365","365","1","23,1",401,2003
401,"852","Russia (Soviet Union)","Government of Russia (Soviet Union)","57","","Chechen Republic of Ichkeria","352","",1,"Chechnya",2004,1151,1134,1304,3,"Russia (Soviet Union), Qatar","365","","","","365","694, 365","1","23,1",401,2004
401,"852","Russia (Soviet Union)","Government of Russia (Soviet Union)","57","","Chechen Republic of Ichkeria","352","",1,"Chechnya",2005,682,650,735,3,"Russia (Soviet Union)","365","","","","365","365","1","23,1",401,2005
